"Review_ID","Version","Review_Date","File_or_Directory","Privacy_Category","Potential_Account_Data","Potential_Identity_Data","Potential_Tax_Data","Potential_Medical_Data","Potential_Credential","Potential_Beneficiary_Data","Automated_Scan_Result","Manual_Review_Result","Release_Blocking","Corrective_Action","Reviewed_By","Verification_Date","Current_Status","Notes"
"PRIV-0370","1.0.0","2026-08-01","templates/Capstone_Learner_Declaration_and_Reflection.md","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0371","1.0.0","2026-08-01","templates/Capstone_Monitoring_and_Governance_Plan.md","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0372","1.0.0","2026-08-01","templates/Capstone_Portfolio_Proposal.md","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0373","1.0.0","2026-08-01","templates/Cash_Bucket_and_Reserve_Plan.csv","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0374","1.0.0","2026-08-01","templates/Complex_ETF_Product_Review.md","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0375","1.0.0","2026-08-01","templates/Conflicting_Evidence_Resolution_Record.md","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0376","1.0.0","2026-08-01","templates/Cross_Border_Estate_Planning_Review.md","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0377","1.0.0","2026-08-01","templates/Cross_Border_ETF_Due_Diligence_Checklist.md","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0378","1.0.0","2026-08-01","templates/Cross_Border_Transfer_Approval_Checklist.md","Repository File","No","No","No","No","No","Potential Match","Potential Indicator","Pending Manual Review","No","Review each potential match and confirm that it is a blank instructional field or remove private content.","Pending Manual Reviewer","","Pending Manual Review",""
"PRIV-0379","1.0.0","2026-08-01","templates/Cross_Border_Transfer_Incident_Record.md","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0380","1.0.0","2026-08-01","templates/Cross_Border_Transfer_Reconciliation_Worksheet.md","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0381","1.0.0","2026-08-01","templates/Data_Exposure_Response_Checklist.md","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0382","1.0.0","2026-08-01","templates/Debt_Management_and_Payoff_Plan.md","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0383","1.0.0","2026-08-01","templates/Debt_Payoff_Confirmation_Record.md","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0384","1.0.0","2026-08-01","templates/Distressed_Property_Preliminary_Screening_Checklist.md","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0385","1.0.0","2026-08-01","templates/Distressed_Property_Site_Visit_Record.md","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0386","1.0.0","2026-08-01","templates/Emergency_Financial_Handoff_Package.md","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0387","1.0.0","2026-08-01","templates/Emergency_Financial_Information_Sheet.md","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0388","1.0.0","2026-08-01","templates/Emergency_Reserve_Use_and_Replenishment_Record.md","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0389","1.0.0","2026-08-01","templates/ETF_and_Portfolio_Data_Dictionary_Template.md","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0390","1.0.0","2026-08-01","templates/ETF_and_Portfolio_Stress_Test_Worksheet.md","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0391","1.0.0","2026-08-01","templates/ETF_Benchmark_and_Methodology_Change_Review.md","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0392","1.0.0","2026-08-01","templates/ETF_Closure_Merger_and_Delisting_Review_Checklist.md","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0393","1.0.0","2026-08-01","templates/ETF_Closure_Transition_Decision_Worksheet.md","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0394","1.0.0","2026-08-01","templates/ETF_Collateral_Risk_Assessment.md","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0395","1.0.0","2026-08-01","templates/ETF_Concentration_and_Effective_Holdings_Review.md","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0396","1.0.0","2026-08-01","templates/ETF_Core_Satellite_Allocation_Review.md","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0397","1.0.0","2026-08-01","templates/ETF_Correlation_and_Diversification_Review.md","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0398","1.0.0","2026-08-01","templates/ETF_Derivative_and_Counterparty_Review.md","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0399","1.0.0","2026-08-01","templates/ETF_Distribution_and_Withholding_Reconciliation.md","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0400","1.0.0","2026-08-01","templates/ETF_Distribution_Source_Review.md","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0401","1.0.0","2026-08-01","templates/ETF_Domicile_and_After_Tax_Comparison_Worksheet.md","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0402","1.0.0","2026-08-01","templates/ETF_Drawdown_and_Recovery_Analysis.md","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0403","1.0.0","2026-08-01","templates/ETF_Estate_and_Succession_Review.md","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0404","1.0.0","2026-08-01","templates/ETF_Exit_Transition_Execution_Plan.md","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0405","1.0.0","2026-08-01","templates/ETF_Factor_Tilt_Approval_Worksheet.md","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0406","1.0.0","2026-08-01","templates/ETF_Index_Methodology_Review_Checklist.md","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0407","1.0.0","2026-08-01","templates/ETF_Liquidation_Proceeds_Reconciliation.md","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0408","1.0.0","2026-08-01","templates/ETF_Market_Stress_Response_Checklist.md","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0409","1.0.0","2026-08-01","templates/ETF_Merger_and_Share_Conversion_Reconciliation.md","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0410","1.0.0","2026-08-01","templates/ETF_Portfolio_Complexity_and_Simplification_Review.md","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0411","1.0.0","2026-08-01","templates/ETF_Portfolio_Construction_Worksheet.md","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0412","1.0.0","2026-08-01","templates/ETF_Portfolio_Implementation_Plan.md","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0413","1.0.0","2026-08-01","templates/ETF_Portfolio_Look_Through_Exposure_Review.md","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0414","1.0.0","2026-08-01","templates/ETF_Portfolio_Monitoring_Dashboard_Specification.md","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0415","1.0.0","2026-08-01","templates/ETF_Portfolio_Overlap_Review.md","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0416","1.0.0","2026-08-01","templates/ETF_Portfolio_Rebalancing_Decision_Worksheet.md","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0417","1.0.0","2026-08-01","templates/ETF_Pre_Trade_Liquidity_and_Execution_Checklist.md","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0418","1.0.0","2026-08-01","templates/ETF_Premium_and_Discount_Analysis_Worksheet.md","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0419","1.0.0","2026-08-01","templates/ETF_Replacement_Candidate_Review.md","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0420","1.0.0","2026-08-01","templates/ETF_Risk_Metric_Analysis_Worksheet.md","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0421","1.0.0","2026-08-01","templates/ETF_Securities_Lending_Due_Diligence_Checklist.md","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0422","1.0.0","2026-08-01","templates/ETF_Tracking_Difference_Analysis.md","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0423","1.0.0","2026-08-01","templates/ETF_Trade_Error_and_Correction_Record.md","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0424","1.0.0","2026-08-01","templates/ETF_Trade_Execution_Reconciliation.md","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0425","1.0.0","2026-08-01","templates/Financial_Account_Closure_Checklist.md","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0426","1.0.0","2026-08-01","templates/Financial_Continuity_Activation_Checklist.md","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0427","1.0.0","2026-08-01","templates/Financial_Continuity_Tabletop_Exercise.md","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0428","1.0.0","2026-08-01","templates/Financial_Data_Source_Due_Diligence_Checklist.md","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0429","1.0.0","2026-08-01","templates/Financial_Decision_Outcome_Review.md","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0430","1.0.0","2026-08-01","templates/Financial_Decision_Pre_Mortem_Worksheet.md","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0431","1.0.0","2026-08-01","templates/Financial_Decision_Red_Team_Review.md","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0432","1.0.0","2026-08-01","templates/Financial_Fraud_First_Hour_Checklist.md","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0433","1.0.0","2026-08-01","templates/Financial_Fraud_Incident_Report.md","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0434","1.0.0","2026-08-01","templates/Financial_Goal_Completion_and_Capital_Reassignment_Record.md","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0435","1.0.0","2026-08-01","templates/Financial_Goal_Definition_and_Approval_Record.md","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0436","1.0.0","2026-08-01","templates/Financial_Incident_Emergency_Contact_Plan.md","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0437","1.0.0","2026-08-01","templates/Foreign_Exchange_Provider_Due_Diligence_Checklist.md","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0438","1.0.0","2026-08-01","templates/Household_Currency_Conversion_Policy.md","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0439","1.0.0","2026-08-01","templates/Household_Financial_Continuity_Plan.md","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0440","1.0.0","2026-08-01","templates/Household_Financial_Responsibility_Matrix.md","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0441","1.0.0","2026-08-01","templates/Household_Investment_Governance_Meeting_Minutes.md","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0442","1.0.0","2026-08-01","templates/Household_Investment_Loss_Capacity_Assessment.md","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0443","1.0.0","2026-08-01","templates/Independent_Broker_Account_and_Position_Inventory.md","Repository File","Potential Match","No","No","No","No","No","Potential Indicator","Pending Manual Review","No","Review each potential match and confirm that it is a blank instructional field or remove private content.","Pending Manual Reviewer","","Pending Manual Review",""
"PRIV-0444","1.0.0","2026-08-01","templates/Index_Reconstitution_Impact_Assessment.md","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0445","1.0.0","2026-08-01","templates/Inflation_and_Real_Return_Review_Checklist.md","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0446","1.0.0","2026-08-01","templates/Insurance_Claim_Incident_Log.md","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0447","1.0.0","2026-08-01","templates/Insurance_Policy_Review_Checklist.md","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0448","1.0.0","2026-08-01","templates/Investable_Capital_Decision_Checklist.md","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0449","1.0.0","2026-08-01","templates/Investment_Account_Funding_Verification_Record.md","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0450","1.0.0","2026-08-01","templates/Investment_Calculation_Review_Checklist.md","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0451","1.0.0","2026-08-01","templates/Investment_Comparison_Standard.md","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0452","1.0.0","2026-08-01","templates/Investment_Control_Test_Worksheet.md","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0453","1.0.0","2026-08-01","templates/Investment_Decision_Log_Template.md","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0454","1.0.0","2026-08-01","templates/Investment_Governance_Issue_and_Remediation_Plan.md","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0455","1.0.0","2026-08-01","templates/Investment_Performance_Attribution_Review.md","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0456","1.0.0","2026-08-01","templates/Investment_Policy_Exception_Request.md","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0457","1.0.0","2026-08-01","templates/Investment_Pre_Mortem_Template.md","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0458","1.0.0","2026-08-01","templates/Investment_Readiness_Assessment.md","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0459","1.0.0","2026-08-01","templates/Investment_Research_Template.md","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0460","1.0.0","2026-08-01","templates/Investor_Protection_and_Asset_Recovery_Claim_Package.md","Repository File","Potential Match","No","No","No","No","No","Potential Indicator","Pending Manual Review","No","Review each potential match and confirm that it is a blank instructional field or remove private content.","Pending Manual Reviewer","","Pending Manual Review",""
"PRIV-0461","1.0.0","2026-08-01","templates/Master_Financial_Map_Template.md","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0462","1.0.0","2026-08-01","templates/Material_Financial_Decision_Journal.md","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0463","1.0.0","2026-08-01","templates/Monthly_Brokerage_Account_Review.md","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0464","1.0.0","2026-08-01","templates/Monthly_Cash_and_Liquidity_Review.md","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0465","1.0.0","2026-08-01","templates/Monthly_Financial_Close_Certification.md","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0466","1.0.0","2026-08-01","templates/Monthly_Financial_Management_Dashboard.md","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0467","1.0.0","2026-08-01","templates/Monthly_Household_Financial_Close_Checklist.md","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0468","1.0.0","2026-08-01","templates/Monthly_Multi_Currency_Cash_Review.md","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0469","1.0.0","2026-08-01","templates/Monthly_Retirement_Cash_Flow_Review.md","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0470","1.0.0","2026-08-01","templates/Monthly_Retirement_Income_Review.md","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0471","1.0.0","2026-08-01","templates/Mortgage_and_Property_Purchase_Review.md","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0472","1.0.0","2026-08-01","templates/New_Debt_and_Leverage_Decision_Gate.md","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0473","1.0.0","2026-08-01","templates/Personal_Asset_Inventory_Template.csv","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0474","1.0.0","2026-08-01","templates/Personal_Balance_Sheet_Summary_Template.md","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0475","1.0.0","2026-08-01","templates/Personal_Inflation_Calculation_Worksheet.md","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0476","1.0.0","2026-08-01","templates/Personal_Investment_Policy_Template.md","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0477","1.0.0","2026-08-01","templates/Personal_Liability_Inventory_Template.csv","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0478","1.0.0","2026-08-01","templates/Portfolio_Analytics_Exception_Record.md","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0479","1.0.0","2026-08-01","templates/Portfolio_Analytics_Formula_Approval_Record.md","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0480","1.0.0","2026-08-01","templates/Portfolio_Data_Quality_Review_Checklist.md","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0481","1.0.0","2026-08-01","templates/Portfolio_Performance_Reconciliation_Checklist.md","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0482","1.0.0","2026-08-01","templates/Portfolio_Rebalancing_Decision_Checklist.md","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0483","1.0.0","2026-08-01","templates/Portfolio_Report_Reproducibility_Record.md","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0484","1.0.0","2026-08-01","templates/Portfolio_Stress_Test_Template.md","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0485","1.0.0","2026-08-01","templates/Portfolio_Withdrawal_Execution_Reconciliation.md","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0486","1.0.0","2026-08-01","templates/Portfolio_Withdrawal_Request_and_Approval_Checklist.md","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0487","1.0.0","2026-08-01","templates/Post_Incident_Fraud_Control_Review.md","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0488","1.0.0","2026-08-01","templates/Post_Trade_Settlement_and_Reconciliation_Checklist.md","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0489","1.0.0","2026-08-01","templates/Pre_Investment_Liquidity_Gate.md","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0490","1.0.0","2026-08-01","templates/Pre_Trade_Execution_Checklist.md","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0491","1.0.0","2026-08-01","templates/Pre_Trade_Verification_Checklist.md","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0492","1.0.0","2026-08-01","templates/Professional_and_Service_Provider_Due_Diligence_Checklist.md","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0493","1.0.0","2026-08-01","templates/Professional_Consultation_Meeting_Notes.md","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0494","1.0.0","2026-08-01","templates/Professional_Consultation_Preparation_Checklist.md","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0495","1.0.0","2026-08-01","templates/Professional_Engagement_Scope_and_Approval_Record.md","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0496","1.0.0","2026-08-01","templates/Property_Investment_Final_Review.md","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0497","1.0.0","2026-08-01","templates/Property_Possession_and_Delivery_Record.md","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
"PRIV-0498","1.0.0","2026-08-01","templates/Property_Purchase_and_Closing_Checklist.md","Repository File","No","No","No","No","No","No","No Indicator","No Automated Indicator","No","","Pending Manual Reviewer","","No Automated Indicator",""
